,net_profit,total_closed,percent_profitable,profit_factor,max_drawdown,avg_trade,avg_bars,script
0,32.65,24,66.67,3.057,6887.50,1.36,481,https://www.tradingview.com/script/olBdhoL7-Adaptive-Price-Zone-Backtest/
0,2.47,463,68.47,2.967,26.39,0.01,66,https://www.tradingview.com/script/a7oTk7cB-Strategy-PyramiCover/
0,1861.76,89,46.07,2.003,332890.95,20.92,46,https://www.tradingview.com/script/fF9nC8iP-Donchain-Breakout/
0,2812.52,24,50,4.314,7296.94,117.19,94,https://www.tradingview.com/script/5KGiKCBa-EMA-Candle-Close-Strategy/
0,15260.93,68,52.94,3.836,13334.19,224.43,62,https://www.tradingview.com/script/tWdLcYVH-Hancock-Filtered-Volume-OBV-OSC-Strategy/
0,13.28,323,49.54,1.34,4387.50,0.04,3,https://www.tradingview.com/script/pz5K0QQx-Key-Reversal-Down-Backtest/
0,0.03,331,53.47,0.989,0.90,0.0001,29,https://www.tradingview.com/script/Lde9JnOd-RSI-of-MA-Strategy/
0,3014.06,386,38.6,0.754,5350.80,7.81,25,https://www.tradingview.com/script/Qvxlqewr-HPT-Strategy/
0,2783.71,134,45.52,2.339,329320.56,20.77,47,https://www.tradingview.com/script/omwkz1Nl-Renko-Strategy-repainting/
0,2.13,3,66.67,4.085,690.65,0.71,43,https://www.tradingview.com/script/xAEG4ZJG-How-To-Set-Backtest-Time-Ranges/
0,80.64,30,63.33,1.919,37662.50,2.69,153,https://www.tradingview.com/script/wuCYTUVz-Key-Reversal-Up-Backtest/
0,0.37,19,52.63,2.218,18.75,0.02,16,https://www.tradingview.com/script/UhLSX7gc-New-Renaissance/
0,0,49,73.47,1.384,0.85,0,11,https://www.tradingview.com/script/BijGRmNw-Pair-Trade-L-S/
0,10.89,123,39.02,1.632,3316.50,0.09,13,https://www.tradingview.com/script/RHagaXIp-UT-Bot-Strategy-with-Backtesting-Range-QuantNomad/
0,5289.36,106,28.3,1.557,41682.51,49.9,101,https://www.tradingview.com/script/6VHnjgfp-Linear-Regression-Pearson-s-R-Trend-Channel-Strategy/
0,38924.56,448,63.39,4.749,175502.03,86.89,37,https://www.tradingview.com/script/qTSctRJf-MacD-Future-Known-or-Unknown-Strategy/
0,5.43,1741,41.07,1.104,2555.55,0,5,https://www.tradingview.com/script/JTEmA2hf-Trend-Following-or-Mean-Reverting/
0,0.02,295,36.27,1.414,10.37,0,36,https://www.tradingview.com/script/VuYM89Tw-Grover-Llorens-Activator-Strategy-Analysis/
0,148.9,77,53.25,2.028,41324.94,1.93,8,https://www.tradingview.com/script/G1P0dpHu-Long-Term-Long-Short-Strategy-Pair-Trading/
0,128.19,30,70,4.138,11675.28,4.27,47,https://www.tradingview.com/script/UqPGgdR7-Pair-Trade/
0,439.26,47,53.19,3.294,40655.26,9.35,8,https://www.tradingview.com/script/I5aIQVbP-Pair-Trade-crypto/
0,14477.32,215,77.21,6.078,18.80,67.34,7,https://www.tradingview.com/script/QVIOQozI-hatiko-envelopes/
0,2738.59,777,32.43,0.87,4308.06,3.52,8,https://www.tradingview.com/script/KooiAYDB-PPO-Divergence-ST/
0,110.04,638,57.37,1.326,28954.00,0.17,7,https://www.tradingview.com/script/MhXqOtpr/
0,3.02,156,36.54,0.887,6.35,0.02,26,https://www.tradingview.com/script/JVVHPkZf/
0,701.72,432,62.96,2.123,299.37,1.62,121,https://www.tradingview.com/script/Gw6mUS85-MA-12-MA-24-RSI-OB-OS-CCI-by-WP-SITech/
0,99.56,91,47.25,2.337,1271.74,1.09,141,https://www.tradingview.com/script/w61dAHV7/
0,0.47,400,35.5,1.383,156.32,0,5,https://www.tradingview.com/script/oJjzcnAX-NoScoobies-Bollinger-Bands/
0,2.25,197,34.01,0.979,35.87,0.01,28,https://www.tradingview.com/script/Uamkz8Ma/
0,14.29,9,88.89,153.884,93.50,1.59,49,https://www.tradingview.com/script/pjNTFYox/
0,27.25,66,74.24,4.18,399.03,0.41,163,https://www.tradingview.com/script/7oJf2Q09/
0,24.91,237,33.76,2.633,4157.20,0.11,14,https://www.tradingview.com/script/0I6kCcYq-fikira-Fibma-Fibema-Strategy/
0,580.72,394,28.93,0.689,689.18,1.47,10,https://www.tradingview.com/script/7BtbYzxO-ha-smoothed-eliminator-v2/
0,24.1,261,43.3,1.268,8050.00,0.09,23,https://www.tradingview.com/script/1tBIbjbF-N-Bars-Up-Backtest/
0,11.44,144,46.53,1.336,5762.50,0.08,9,https://www.tradingview.com/script/YzVXB0XC-N-Bars-Down-Backtest/
0,547.46,15,40,2.546,255870.00,36.5,84,https://www.tradingview.com/script/ZcMQlRfP-My-Golden-Cross-Strategy/
0,27.33,848,48.94,1.524,7178.00,0.03,10,https://www.tradingview.com/script/oJGqesqX-Slow-Heiken-Ashi-and-Exponential-Moving-average-Strategy-2-2/
0,106.03,2133,51.01,1.063,4055.85,0.05,3,https://www.tradingview.com/script/w12N5Pq3-Trend-Balance-Point-System-by-Welles-Wilder/
0,989.28,7,71.43,7.77,93336.37,141.33,653,https://www.tradingview.com/script/4nMp5OqU-Silver-Long-Short/
0,0,47,72.34,2.086,0.02,0,124,https://www.tradingview.com/script/sbSrsMYW/
0,99755,109,40.37,1.434,30355000.00,915.18,168,https://www.tradingview.com/script/klcnDny7-TFs-Golden-Cross-Status-Box/
0,415.1,860,34.77,1.362,496.10,0.48,15,https://www.tradingview.com/script/kWhNGFXX-Stochastic-Pop-and-Drop-by-Jake-Bernstein-v1-Bitduke/
0,9.44,63,52.38,3.115,1441.00,0.15,182,https://www.tradingview.com/script/6QTVNBAz-DPO-RMA-STRATEGY/
0,55280.35,284,65.14,0.618,64261.38,194.65,21,https://www.tradingview.com/script/uS2KUNc7-vwap-bands-backtest/
0,178.85,194,65.98,1.604,4211.10,0.92,35,https://www.tradingview.com/script/CC7ToQyx-MEAN-REV-V2-TREND/
0,1261.82,83,50.6,1.837,26890.17,15.2,60,https://www.tradingview.com/script/eF9EN1ag-LunaOwl-超級趨勢2-SuperTrend2/
0,21.8,56,30.36,1.536,1505.52,0.39,15,https://www.tradingview.com/script/YsWWsOGs-Best-Supertrend-CCI-Strategy/
0,429.43,33,51.52,2.013,3200.93,13.01,93,https://www.tradingview.com/script/vOfNuQ8n-Trend-Following-Breakout/
0,0,45,66.67,5.169,0.0002,0,2,https://www.tradingview.com/script/S7ZJRMi7/
0,8.15,37,21.62,2.214,171.30,0.22,9,https://www.tradingview.com/script/ROM3crig-BEST-Engulfing-Breakout-Strategy/
0,31.39,575,29.57,1.221,9562.50,0.05,15,https://www.tradingview.com/script/XUUxpVn4-Combo-Backtest-123-Reversal-DiNapoli-Detrended-Oscillator/
0,28.88,122,59.84,1.604,6625.00,0.24,26,https://www.tradingview.com/script/0g84piIu-Combo-Backtest-123-Reversal-Directional-Trend-Index-DTI/
0,58.14,6,50,1.555,7268.72,9.69,10,https://www.tradingview.com/script/hueoSpJb-BEST-Candle-Meter-Sequential-Strategy/
0,43003.31,246,36.18,0.886,81249.63,174.81,28,https://www.tradingview.com/script/UhKMSL1I-ChannelBreakOutStrategy-MA/
0,377.6,44,43.18,2.608,1003.28,8.58,220,https://www.tradingview.com/script/oFH7fMWz-ETHUSD-SuperTrend-Strategy-Coinbase/
0,6.05,58,63.79,1.702,1881.06,0.1,71,https://www.tradingview.com/script/UVaAdbCw-ATA-v4-Strategy/
0,18.94,246,38.21,1.422,5147.25,0.08,23,https://www.tradingview.com/script/d3VaCs8a-kurdistan-MACD-RSI-EMA/
0,22.21,350,32,1.202,10912.50,0.06,25,https://www.tradingview.com/script/fAmZIZ8l-Combo-Backtest-123-Reversal-CMOaDisparity-Index/
0,0.45,78,37.18,1.029,44911.21,0.01,26,https://www.tradingview.com/script/TWSr0hGH-BEST-ABCD-Pattern-Strategy/
0,427.31,324,42.28,1.451,58063.87,1.32,18,https://www.tradingview.com/script/n3vj0MIi-Trailing-SL-Strategy-QuantNomad/
0,63.13,55,47.27,2.477,353.61,1.15,53,https://www.tradingview.com/script/0IY0ERtK-Ichimoku-Kinko-Hyo-Cloud-QQE/
0,0.03,12,91.67,41.862,0.80,0,4,https://www.tradingview.com/script/0u9xVTJs-GMS-RSI-Strategy/
0,74.01,157,63.06,1.774,14365.18,0.47,5,https://www.tradingview.com/script/shKG0EbF-GMS-RSI-ROC-Strategy/
