,net_profit,total_closed,percent_profitable,profit_factor,max_drawdown,avg_trade,avg_bars,script
0,49.97,2063,43.33,1.299,45.09,0.02,4,https://www.tradingview.com/script/pAAFZzXU-Derivative-Based-Strategy/
0,13996.80,38,23.68,0.732,19605.85,368.34,13,https://www.tradingview.com/script/uhDN0p9d-example-for-panel-signals/
0,0.26,89,66.29,1.555,86.76,0,115,https://www.tradingview.com/script/oh1Np8sM-RSI-Strategy/
0,1324000.00,450,27.33,0.853,2297000.00,2942.22,20,https://www.tradingview.com/script/CeiSW0pR-CrisscrossApplesauce/
0,167130.96,326,46.32,1.577,3669728.12,512.67,8,https://www.tradingview.com/script/w5bbOqry-Stoch-Medivh-Relative-Flow-Index-Advanced/
0,145.55,127,69.29,2.248,132.24,1.15,59,https://www.tradingview.com/script/QK5gCiPw-CMF-WaveTrend/
0,132260.14,1550,44.13,1.484,2062964.48,85.33,4,https://www.tradingview.com/script/s0uA4omp-Sto2-Stochastic-RSI-for-Bitcoin/
0,34.45,192,46.35,1.447,9962.50,0.18,35,https://www.tradingview.com/script/Z8WHezEQ-Combo-Backtest-123-Reversal-CMOfilt/
0,67.9,32,46.88,1.689,47482.23,2.12,30,https://www.tradingview.com/script/d6DRT9k2-MavXtrender/
0,62.15,23,34.78,1.826,30945.46,2.7,15,https://www.tradingview.com/script/ueypakmC-MavCrossover-v2/
0,11388.29,112,36.61,3.337,80127.48,101.68,7,https://www.tradingview.com/script/Gyy3Q3tl-BTC-Daily-Strategy-BF/
0,33676.88,44,27.27,3.116,1150773.65,765.38,61,https://www.tradingview.com/script/FWGdiwLd-MA-X-200-BF/
0,4.63,8,62.5,2.55,2785.03,0.58,128,https://www.tradingview.com/script/Z59QoZWN-RSI-Buy-and-Sell/
0,4846.06,83,31.33,2.61,73659.10,58.39,11,https://www.tradingview.com/script/XMh0X1eA-Decision-BF/
0,2774.33,230,31.3,1.695,87559.47,12.06,5,https://www.tradingview.com/script/QIyyKYnt-Volume-Flow-BF/
0,4901.32,143,25.17,2.414,121208.98,34.27,21,https://www.tradingview.com/script/BDAHd8jc-Trend-Angle-BF/
0,9123.41,8,87.5,174.462,5285.81,1140.43,349,https://www.tradingview.com/script/1P9pouqq-How-To-Set-Trade-Dates/
0,2716.32,200,34,1.588,89630.96,13.58,5,https://www.tradingview.com/script/widDTPlr-Heiken-Ashi-BF/
0,89852.81,1462,25.17,0.778,102567.74,61.46,9,https://www.tradingview.com/script/QyrNCxvj-open-close-cross-strategy-pinescript-v4/
0,4801.33,80,33.75,2.424,138863.07,60.02,11,https://www.tradingview.com/script/uMQPUqrh-Gaussian-MFI-BF/
0,1047.93,402,58.21,2.705,118.35,2.61,15,https://www.tradingview.com/script/jiD1tT73-ck-CryptoSniper-Longs-Only-Strategy-Open-Source/
0,2764.86,29,62.07,2.17,62728.91,95.34,34,https://www.tradingview.com/script/prNoa3p7-Squeeze-X-BF/
0,2510.49,27,62.96,3.083,39510.44,92.98,35,https://www.tradingview.com/script/OHsU20nb-Center-of-Gravity-BF/
0,3361.86,54,40.74,1.919,99360.60,62.26,16,https://www.tradingview.com/script/Uzbwa9BE-MACD-BF/
0,29.94,1600,30,1.331,4141.57,0.02,10,https://www.tradingview.com/script/9wda3yUw-Open-Close-Cross-Strategy-NoRepaint-Version-by-JustUncleL/
0,20.53,56,41.07,1.914,5731.00,0.37,131,https://www.tradingview.com/script/1pKkKl3g-Renko-Strategy-with-Ema-against-price-crossover-under/
0,0.3,47,23.4,1.151,709.00,0.01,203,https://www.tradingview.com/script/xiQidXvY-Rotura-de-Canal/
0,9858.86,216,32.41,1.962,270734.46,45.64,25,https://www.tradingview.com/script/5gJOQm1k-OBV-EMA-X-BF/
0,3.15,14,57.14,9.401,187.98,0.23,80,https://www.tradingview.com/script/hwHKYkE0-Support-Resistance-breakout/
0,6337.45,100,48,2.309,89897.44,63.37,40,https://www.tradingview.com/script/g0xpY4c6-EMA-X-BF/
0,3914.03,71,36.62,2.686,49666.10,55.13,14,https://www.tradingview.com/script/UALApSCR-SSL-Channel-BF/
0,22.64,731,38.3,1.391,3510.47,0.03,15,https://www.tradingview.com/script/mRwtTT9I-Peterbolic-SAR-Strategy/
0,452064,742,26.28,7.69,356200.00,609.25,1,https://www.tradingview.com/script/FEOhE9dB-Trade-Signal-Ichimuko-Double-Hull-MA-Hourly-Chart-Lookup-MACD/
0,0.01,63,52.38,1.481,0.59,0,84,https://www.tradingview.com/script/hfq8OnZ7-PtahX-EMA-ATR-Strategy/
0,4.13,107,42.99,1.129,9780.56,0.04,17,https://www.tradingview.com/script/MOIlExqO-Lucid-SAR-Strategy/
0,12.11,175,48.57,1.973,1338.00,0.07,31,https://www.tradingview.com/script/BJxmNjRC-strategy-based-on-the-principles-of-price-action/
0,1265.39,73,36.99,1.801,384434.46,17.33,12,https://www.tradingview.com/script/UpM8dzW4-REAL-STRATEGY-Dow-Factor-MFI-RSI-DVOG-Strategy/
0,13799.38,98,40.82,2.014,2527273.84,140.81,33,https://www.tradingview.com/script/oR7vPyoS-robot-whitebox-stopma/
0,6028.29,58,31.03,3.265,70912.80,103.94,15,https://www.tradingview.com/script/oT4OxHHy-SuperC-BF/
0,3353.4,599,40.4,1.859,2100.00,5.6,1,https://www.tradingview.com/script/qVTgdPBT-Extreme-Scalping/
0,8081.21,76,39.47,3.587,107606.85,106.33,13,https://www.tradingview.com/script/8xqmeuUd-CoG-SSL-BF/
0,32.19,699,35.19,1.159,14187.50,0.05,16,https://www.tradingview.com/script/OsAX3lPa-Kase-Dev-Stops-Backtest/
0,10831.7,132,39.39,2.708,151959.92,82.06,8,https://www.tradingview.com/script/OnigSHA5-SSL-Chaikin-BF/
0,18.09,161,31.06,1.715,3343.85,0.11,17,https://www.tradingview.com/script/rDZ0Id1U-BACKTEST-Traders-Dynamic-Index-Indicator-Alert-by-JustUncleL/
0,10219.78,146,40.41,2.551,270673.51,70,13,https://www.tradingview.com/script/CJtgGV3y-Impulse-BF/
0,3962.45,91,35.16,2.706,65146.39,43.54,12,https://www.tradingview.com/script/v3FzGihp-Simple-17-BF/
0,12.75,205,81.46,24.408,21.91,0.06,6,https://www.tradingview.com/script/eBclFrM3/
0,1246345.77,358,41.9,2.14,19726069.03,3481.41,9,https://www.tradingview.com/script/SNEfv33f-Jomy-s-Gyroscopic-Bands/
0,6854.12,45,51.11,3.457,82152.83,152.31,20,https://www.tradingview.com/script/fDiKl24D-Super-Trend-Daily-BF/
0,13.92,13,46.15,3.079,4806.50,1.07,56,https://www.tradingview.com/script/um7lu3ZS-Hull-MA-60-175/
0,33.05,145,43.45,1.604,7650.00,0.23,39,https://www.tradingview.com/script/enyq1cha-Combo-Backtest-123-Reversal-DMI-Moving-Average/
0,24.28,28,53.57,3.126,3005.00,0.87,32,https://www.tradingview.com/script/DUfhcH5Y-MACD-Strategy-by-Sedkur/
0,7307.62,40,50,4.313,40778.04,182.69,22,https://www.tradingview.com/script/c4Cj7H2y-Super-Trend-Daily-2-0-BF/
0,40.22,16,75,18.368,2113.80,2.51,51,https://www.tradingview.com/script/EJrVkgZ3-Histogram-Trends-Strategy-by-Sedkur/
0,3885.40,123,21.95,0.664,5054.50,31.59,34,https://www.tradingview.com/script/NWYEM7IT-Carey-Mega-Ribbon-Strat/
0,0.01,12,50,9.578,0.75,0,35,https://www.tradingview.com/script/gbxblhGl/
0,26.3,908,41.96,1.133,12512.50,0.03,9,https://www.tradingview.com/script/zjKs5yX4-Combo-Backtest-123-Reversal-EMA-Volume-Weighting/
0,88.45,14,92.86,14.589,325.44,6.32,49,https://www.tradingview.com/script/oMQRHgsD-Easy-to-Use-Stochastic-RSI-Strategy/
0,15.09,13,76.92,6.16,2239.28,1.16,321,https://www.tradingview.com/script/XsQ38Pkh-BTCBOT2/
0,1.77,764,38.35,1.509,325.68,0,22,https://www.tradingview.com/script/3UcIwSrE-Pivot-Point-Reversal-RSI-Strategy/
0,1.88,390,43.59,1.868,1.14,0,28,https://www.tradingview.com/script/07CF7RMb-BandPass-EOS-1h/
0,0.02,41,58.54,7.87,0.82,0,6,https://www.tradingview.com/script/nR2lVRDu-Balance-of-Power-Strategy/
0,0.01,44,54.55,1.013,484.05,0,12,https://www.tradingview.com/script/k6DpJM7Q-5-days-range-breakout-strategy/
0,6645.79,70,40,2.539,136101.60,94.94,12,https://www.tradingview.com/script/TQ3ex27v-Stochastic-CCI-BF/
0,204570.35,12,41.67,9.724,22187063.71,17047.53,160,https://www.tradingview.com/script/C6XB6oKz-Scripting-Tutorial-9-TManyMA-Strategy-Long-Market-Order-Only/
0,5229.67,83,48.19,2.684,114197.09,63.01,13,https://www.tradingview.com/script/xd2U2Gho-Momentum-BF/
0,14.89,50,24,4.465,2994.57,0.3,56,https://www.tradingview.com/script/Nn2bCfC7-150MA-Cross-BuyAndSell-Strategy-d3nv3r/
0,22.86,113,44.25,1.972,3041.86,0.2,55,https://www.tradingview.com/script/DW1GWSWQ-ATR-Strategy-Back-test/
0,31.3,532,52.07,1.226,8850.00,0.06,11,https://www.tradingview.com/script/dmcNYEpE-Combo-Strategy-123-Reversal-Commodity-Selection-Index/
0,4030.18,171,33.92,1.65,159121.60,23.57,7,https://www.tradingview.com/script/rUaNcACY-Super-indicator-Strategy/
0,15.29,468,24.36,1.344,4568.65,0.03,14,https://www.tradingview.com/script/TTFj18YS-35EMA-Cross-BuyAndSell-Strategy-RIBBON-d3nv3r/
0,2.28,8,50,1.459,3820.50,0.29,47,https://www.tradingview.com/script/ztLkQJ55-Baseline-Strategy-evo/
0,21.13,55,56.36,1.434,8737.50,0.38,112,https://www.tradingview.com/script/JW6VtQ8F-Combo-Backtest-123-Reversal-Comparative-Relative-Strength/
0,212.27,357,35.57,1.411,2978.53,0.59,41,https://www.tradingview.com/script/A0tibA6o-Pivot-Reversal-Strategy-FIGS-DATES-2-0/
0,0,97,35.05,1.124,5.70,0,41,https://www.tradingview.com/script/GMZLB374-SuperTrend-Backtester/
0,0.54,623,43.66,1.097,967.11,0,10,https://www.tradingview.com/script/WG8oLdFX/
0,0.63,815,51.53,2.838,11.64,0,14,https://www.tradingview.com/script/bNWhlAJI-PB-SAR-BackTest-Colorbar/
0,43.9,73,41.1,2.27,1588.30,0.6,223,https://www.tradingview.com/script/QxAHfmPd-XC-Adaptive-Strategy-V3-Ratio-OCHL-Averager-no-repaint/
0,16140.21,121,42.98,1.983,2568606.77,133.39,37,https://www.tradingview.com/script/yY7GH7OG-robot-whitebox-channel/
0,237.46,818,59.17,3.067,8845.00,0.29,4,https://www.tradingview.com/script/kohvsssy-RichG-Easy-MTF-Strategy-v1-1/
0,27.07,73,57.53,2.823,3113.00,0.37,169,https://www.tradingview.com/script/mk3G22hz-SuperTrend-Strategy/
0,189.42,1525,43.54,2.278,5.66,0.12,6,https://www.tradingview.com/script/8EdPmxmn-VRSI-MARSI-Strategy/
0,226.19,345,29.86,1.502,49316.11,0.66,47,https://www.tradingview.com/script/YRdWIw44-QuantNomad-EVWMA-Cross-Strategy/
0,3.32,35,28.57,1.408,2686.10,0.09,90,https://www.tradingview.com/script/i0gRjmqk-Plotting-circles-example/
0,5.8,205,59.02,1.276,4561.70,0.03,18,https://www.tradingview.com/script/CapUBLla-Bollinger-bands-alerts-indicator/
0,11.2,38,47.37,1.454,755.66,0.29,104,https://www.tradingview.com/script/LDNhqqsv-First-time-coding-a-5min-forex-Scalping-strategy/
0,5784.42,520,43.27,1.572,748228.37,11.12,13,https://www.tradingview.com/script/c0w7zWMT-TD-SAR-Quential/
0,126.28,402,38.06,1.704,14340.83,0.31,41,https://www.tradingview.com/script/MVEjsm22-QuantNomad-Significant-Pivot-Reversal-Strategy/
0,1228.3,115,31.3,1.756,3613.37,10.68,54,https://www.tradingview.com/script/sE2bIlCG-Ichimoku-Cloud-Back-test/
0,8.41,131,54.96,2.024,1405.21,0.06,2,https://www.tradingview.com/script/tYnk6xgJ-Simple-BTC-trading-strategy-based-on-yesterday-s-trading-range/
0,105.36,289,41.87,1.805,1509.44,0.36,36,https://www.tradingview.com/script/QgVDxphm-Range-Filter-Buy-and-Sell-5min-Strategy/
0,412.63,56,50,1.393,518980.59,7.37,79,https://www.tradingview.com/script/RbcEOc1q-Scripting-Tutorial-A-TManyMA-Stops/
0,85.11,348,29.6,1.555,14440.84,0.24,47,https://www.tradingview.com/script/HCvuyx5x-QuantNomad-EVWMA-MACD-Strategy/
0,0.41,55,43.64,1.398,363.30,0.01,180,https://www.tradingview.com/script/QDxGi5Ux-TradersAI-UTBot/
0,40.92,517,43.52,1.35,8137.50,0.08,13,https://www.tradingview.com/script/iLTA7qrw-Combo-Backtest-123-Reversal-Confluence/
0,4.97,409,30.56,1.014,400.52,0.01,10,https://www.tradingview.com/script/cbPurhXs-Kirk65-UTBot-Strategy-Fixed/
0,17799.38,13,92.31,200.371,89277.69,1369.18,31,https://www.tradingview.com/script/LdZlRGX6-I-Like-Winners-And-Hate-Loosers/
0,77766883.37,435,45.29,1.915,28058498603.90,178774.44,8,https://www.tradingview.com/script/q9laJNG9-Backtesting-on-Non-Standard-Charts-Caution-PineCoders-FAQ/
0,96626.54,10,50,20.011,403225.77,9662.65,296,https://www.tradingview.com/script/ob4p8rLf-Golden-X-BF-Strategy/
0,0.01,525,35.62,1.019,62.58,0,10,https://www.tradingview.com/script/1DYkYtDG-MMTW-indicator/
0,0.33,357,47.06,1.053,98.15,0,21,https://www.tradingview.com/script/8xMhmDrv-Revolut-v1-0/
0,3331.18,198,31.82,1.833,51587.68,16.82,22,https://www.tradingview.com/script/QaJN3wYr-EVWMA-6HR-BF/
0,5.94,24,45.83,1.882,3742.00,0.25,83,https://www.tradingview.com/script/n6xnlpGn-Combo-Backtest-123-Reversal-Cueing-Off-Sup-Res-Levels/
0,154.19,27,25.93,3.909,27440.35,5.71,38,https://www.tradingview.com/script/fPpFqjL4-QQE-Cross-v6-0-by-JustUncleL-Long-Short-by-sscogin-BACKTEST/
0,260.24,999,45.15,1.499,33825.96,0.26,17,https://www.tradingview.com/script/VQjItUaK-On-Balance-Volume-Oscillator-Strategy-QuantNomad/
0,194.15,9,66.67,4.332,43032.94,21.57,31,https://www.tradingview.com/script/Z1LESjzf-Scripting-Tutorial-B-TManyMA-Commission-Fees/
0,137.92,151,80.79,4.913,93.00,0.91,13,https://www.tradingview.com/script/j0iaMxsl-renko-intraday-strategy/
0,23.36,378,38.1,1.415,5370.50,0.06,12,https://www.tradingview.com/script/VKMgZdYr-UT-Bot-Strategy/
0,8.43,6,50,3.558,297.01,1.4,6,https://www.tradingview.com/script/lkJMB7i9-gap-bounce-down/
0,4.93,21,47.62,2.234,3683.69,0.23,30,https://www.tradingview.com/script/vOKWaG83-Turtle-Project/
0,581.67,136,95.59,2.702,21380.44,4.28,38,https://www.tradingview.com/script/4F1hjypD-Simple-Price-Momentum-How-To-Create-A-Simple-Trading-Strategy/
0,5769.18,3999,68.92,1.211,8540.01,1.44,2,https://www.tradingview.com/script/9MJO3AgE-TradingView-Alerts-to-MT4-MT5-dynamic-variables-NON-REPAINTING/
0,31.89,205,40.98,1.35,12025.00,0.16,41,https://www.tradingview.com/script/XZ9okux2-Combo-Backtest-123-Reversal-D-DSP-Detrended-Synthetic-Price/
0,129578.17,21,76.19,6.778,11936865.36,6170.39,25,https://www.tradingview.com/script/nJ2ITNms-I-Like-Winners-And-Love-Loosers/
0,25.68,11,27.27,1.954,26904.50,2.33,114,https://www.tradingview.com/script/MBA1fy0d-Strategy-VS-Buy-Hold/
0,843.7,244,40.98,1.981,146653.76,3.46,19,https://www.tradingview.com/script/ZguF6GBo-EVWMA-VWAP-MACD-Strategy-QuantNomad/
0,18.79,62,54.84,1.353,10700.00,0.3,103,https://www.tradingview.com/script/V5Lkezk8-Combo-Backtest-123-Reversal-Detrended-Synthetic-Price-V-2/
0,964.76,5,80,25.996,38595.92,192.95,40,https://www.tradingview.com/script/CbLCPvlJ/
0,2404.45,165,36.36,2.148,290621.76,14.57,62,https://www.tradingview.com/script/QPIGo8hs-EVWMA-VWAP-Cross-Strategy-QuantNomad/
0,12653.81,48,54.17,3.471,2516743.37,263.62,131,https://www.tradingview.com/script/H0la54Ku-Highest-Lowest-Center-Lookback-Strategy/
0,3259096.12,10,70,197.204,11114451.03,325909.61,169,https://www.tradingview.com/script/EEn8pjzB-Trend-Following-Long-Only-Strategy/
0,665.78,35,42.86,6.318,751.68,19.02,22,https://www.tradingview.com/script/U2vbao3f-HULLMiguel-2019-Strategy-v3/
0,9559.52,1270,31.73,0.899,41580.33,7.53,7,https://www.tradingview.com/script/uUuQ5yG6-MarketCipher-B-Backtest-FOR-TESTING-ONLY-NOT-SAFE-TO-TRADE/
0,78948.48,138,57.25,4.161,156455.17,572.09,20,https://www.tradingview.com/script/EzWSn57d-BitMEX-pump-catcher/
0,47.45,442,54.3,1.533,10025.00,0.11,11,https://www.tradingview.com/script/BcIk7776-Combo-Backtest-123-Reversal-D-ELI-Ehlers-Leading-Indicator/
0,175.57,156,39.74,1.353,136272.60,1.13,26,https://www.tradingview.com/script/fIVuGtFw-ANN-RSI-SUPER-TREND-STRATEGY-BY-che-trader/
0,0.68,271,49.45,1.078,1301.07,0,3,https://www.tradingview.com/script/vOyqoCwS-TrendLines-with-Alerts/
0,11577.84,335,35.22,1.45,4679230.36,34.56,28,https://www.tradingview.com/script/LoTEGrZN-noro-s-crossma/
0,6.19,30,53.33,1.474,8364.00,0.21,40,https://www.tradingview.com/script/6AhiTiEw/
0,12.3,105,75.24,1.538,3376.89,0.12,54,https://www.tradingview.com/script/xjPuvhUZ/
0,13565.21,116,42.24,6.065,960782.08,116.94,91,https://www.tradingview.com/script/34lAHcyo-MACD-Multi-MA-Strategy/
0,28.49,38,50,2.117,542.58,0.75,37,https://www.tradingview.com/script/RpcKWz8V-CCI-strategy-on-OIL1H/
0,642.46,1458,49.18,2.049,491.47,0.44,3,https://www.tradingview.com/script/Lfy24cmy-High-Gain-Volume-Strategy-Only-2-Candles/
0,46.25,448,54.46,1.495,9800.00,0.1,11,https://www.tradingview.com/script/VBMTZJdg-Combo-Backtest-123-Reversal-D-Three-Ten-Osc/
0,3.15,189,49.21,1.843,359.20,0.02,58,https://www.tradingview.com/script/PRck7Phi-Volty-Expan-Close-Strategy-with-Backtest-Date-Range/
0,161114.62,142,61.27,5.567,84434.53,1134.61,17,https://www.tradingview.com/script/AMxhpBej-BitMEX-pump-catcher-MACD/
0,303.5,66,69.7,3.956,231.32,4.6,7,https://www.tradingview.com/script/30AJfvAa-Mean-Reversion-Strategy-by-KrisWaters/
0,228.52,699,55.22,1.054,5772.68,0.33,7,https://www.tradingview.com/script/5t8W2H4T-Expert-studio-strategy-1-GBPUSD/
0,0.64,84,77.38,2.204,218.44,0.01,13,https://www.tradingview.com/script/oqmZwvbA-RW-Simple-Pairs-Trade/
0,5.24,10,90,9.72,600.90,0.52,98,https://www.tradingview.com/script/O2EJEYKm/
0,1409.01,80,45,2.351,220692.09,17.61,44,https://www.tradingview.com/script/OQ7jRpHl-WMX-Keltner-Channels-strategy/
0,10260.99,125,30.4,2.357,10672.80,82.09,55,https://www.tradingview.com/script/f0NnKUwv-STEM-MATCS-BTC-STRATEGY/
0,2130.39,658,29.94,1.562,278305.92,3.24,19,https://www.tradingview.com/script/E7Cs9PAp-EVWBB-Strategy-QuantNomad/
0,2775.04,158,37.34,1.553,1046.80,17.56,64,https://www.tradingview.com/script/ma6lj5WR/
0,763.11,1033,87.61,2.427,3859.93,0.74,14,https://www.tradingview.com/script/GhIu10zW/
0,613.22,87,41.38,1.672,24144.54,7.05,41,https://www.tradingview.com/script/gBlsZ02G-LunaOwl-樂活投資-價格通道-LOHAS-Investor-PriceChannel/
0,1162.41,158,42.41,2.343,101406.21,7.36,108,https://www.tradingview.com/script/mXygJWkv-Pivot-of-Pivot-Reversal-Strategy-QuantNomad/
0,26.6,687,29.11,1.042,11379.09,0.04,24,https://www.tradingview.com/script/9YaLIh0i-BEST-Trailing-Take-Profit-Strategy/
0,53.41,296,49.32,1.584,9812.50,0.18,23,https://www.tradingview.com/script/jl9cnLlg-Combo-Backtest-123-Reversal-DAPD/
0,1299.58,126,71.43,1.565,21439.92,10.31,6,https://www.tradingview.com/script/BAvAyyPq-BLANK-Strategy-TSL-Backtestrange/
0,67.85,17,52.94,1.276,87699.36,3.99,10,https://www.tradingview.com/script/vOaKc2FV-Leverage-Strategy-and-a-few-words-on-risk-opportunity/
0,26098.64,15,86.67,18.212,1451758.22,1739.91,338,https://www.tradingview.com/script/JWsBrWBu-HIGHER-HIGH-LOWER-LOW-STRATEGY/
0,4521.98,45,44.44,2.124,66009.52,100.49,48,https://www.tradingview.com/script/zPqgsHrb-CryptOli-3-MAs-long-short-Backtest/
0,537.98,460,26.96,2.078,11031.00,1.17,70,https://www.tradingview.com/script/jRdVqF5E-T3-SMA/
0,19.03,320,35,1.209,10013.79,0.06,30,https://www.tradingview.com/script/NOGqbIcu-BEST-Trailing-Stop-Strategy/
0,231.64,141,65.96,2.208,21810.00,1.64,65,https://www.tradingview.com/script/muzLmNwb-Strategy-MACD-vs-BB/
0,259.95,725,70.62,1.252,183510.59,0.36,61,https://www.tradingview.com/script/7luXCH0b-CBMA-Bollinger-Bands-Strategy-directed-ChuckBanger/
0,496.6,11,54.55,1.385,5490.00,45.15,21,https://www.tradingview.com/script/kYYyRu5I-Triple-Moving-Average-on-Crude-Strategy/
0,0.26,147,88.44,20.231,1.12,0,30,https://www.tradingview.com/script/COwM0rKz-Strategy-Death-To-The-Bear/
0,22.03,340,29.41,1.204,13637.50,0.06,25,https://www.tradingview.com/script/chPCxe5s-Combo-Backtest-123-Reversal-DeMark-Pivot-Points/
0,4103.94,90,60,2.236,109939.23,45.6,63,https://www.tradingview.com/script/MGSCiuSP-Ichimoku-Kinko-Hyo-Cloud-no-offset-no-repaint-strategy/
0,198.83,26,53.85,3.798,193.18,7.65,145,https://www.tradingview.com/script/ZhEP9D9i-Simple-RSI-Strategy-Buy-Sell-at-a-certain-level/
0,21.4,97,35.05,1.552,69.18,0.22,105,https://www.tradingview.com/script/exMcL6PB-Simple-EMA-Hull-RSI-Strategy/
0,2704.46,276,44.57,1.245,1267944.51,9.8,19,https://www.tradingview.com/script/u9Y3XVL1-volatility-stop-strategy/
0,8.7,150,42,1.089,16187.50,0.06,58,https://www.tradingview.com/script/LAsxpMp6-Combo-Backtest-123-Reversal-DeMark-Pivot-Points-v-2-0/
0,103.84,398,42.96,1.368,21330.18,0.26,18,https://www.tradingview.com/script/gK7skk6m-Parabolic-SAR-Strategy-on-close-QuantNomad/
0,0.32,322,38.2,1.665,50.20,0,16,https://www.tradingview.com/script/j8hsADAF-variable-moving-average-strategy/
0,70702.34,111,41.44,1.644,40445736.03,636.96,46,https://www.tradingview.com/script/OOBWuKih-noro-s-bands-strategy/
0,236.48,19,57.89,2.433,60904.07,12.45,37,https://www.tradingview.com/script/j9rq1wQq-BUY-and-SELL-Backtest-single-EMA-cross-By-che-trader/
0,2319,138,39.86,2.945,147624.00,16.8,121,https://www.tradingview.com/script/2CA3FqSb/
0,1049.26,183,40.44,1.703,1590.86,5.73,14,https://www.tradingview.com/script/ApSMHuLH-Estamina-Trend-Strategy-By-KrisWaters/
0,127.7,289,78.89,4.709,46.14,0.44,2,https://www.tradingview.com/script/5tuGpzpd-Squeeze-Momentum-Strategy-based-on-Indicator-LazyBear-Bitduke/
0,49.27,957,93.21,5.395,1118.00,0.05,3,https://www.tradingview.com/script/G228N3DK-Sequential-Up-Down/
0,30769.09,1303,12.2,0.217,30779.95,23.61,5,https://www.tradingview.com/script/VWrDRERB-True-Strength-Indicator-BTCUSD-15p-thaieibvn/
0,35.01,172,47.09,1.401,8662.50,0.2,48,https://www.tradingview.com/script/FsFeXsQC-Combo-Backtest-123-Reversal-Demarker/
0,8.17,84,65.48,1.496,2829.60,0.1,124,https://www.tradingview.com/script/tTGmGOX0-Extreme-Reversal-Setup/
0,4.23,122,56.56,1.222,5890.90,0.03,86,https://www.tradingview.com/script/GYz8JPd5-Doji-Reversal-Setup/
0,0.01,9,55.56,3.857,1.95,0,222,https://www.tradingview.com/script/Gw34kOrf-Wick-Reversal-Signal/
0,0.01,43,65.12,1.743,3.94,0,51,https://www.tradingview.com/script/epeZP4Ea-Outside-Reversal/
0,0.58,86,32.56,1.169,799.50,0.01,39,https://www.tradingview.com/script/B7YUrzhk-Adding-some-essential-components-to-a-prebuilt-RSI-strategy-v4/
0,0,897,58.08,1.26,0.05,0,18,https://www.tradingview.com/script/AgOZCtFE-Strategy-Quadratic-Semaphore/
0,30383.46,21,85.71,27.891,1105411.27,1446.83,161,https://www.tradingview.com/script/8tJR3Gvh-Multi-Oscillator-Divergence-Strategy/
0,33.46,548,28.47,1.252,7387.50,0.06,15,https://www.tradingview.com/script/1rUSbHRm-Combo-Backtest-123-Detrended-Price-Oscillator/
0,85.76,25,40,1.877,4626.94,3.43,39,https://www.tradingview.com/script/hyYvFjux-Donchian-Breakout-Strategy/
0,113.57,46,63.04,4.499,908.00,2.47,83,https://www.tradingview.com/script/CDahf1uS/
0,3674.54,79,49.37,3.682,3454.87,46.51,140,https://www.tradingview.com/script/kJM4hmpk-expected-range-STRATEGY/
0,4475.7,1414,44.41,1.29,11.09,3.17,13,https://www.tradingview.com/script/tSixyE0W-noro-s-crosslimit/
0,2877.5,8,75,165.429,1750.00,359.69,22,https://www.tradingview.com/script/YRUHDr7D-SMA-Cross-Entry-Exit-Strategy/
0,295.70,121,61.98,0.603,325.75,2.44,44,https://www.tradingview.com/script/3MQ7PqFl-Trading-Public-School-ST1/
0,217.12,146,69.18,3.517,360.44,1.49,94,https://www.tradingview.com/script/ia49d7a0/
0,460.07,191,63.87,4.557,331.18,2.41,91,https://www.tradingview.com/script/4e8SSKeK/
0,66.01,19,78.95,6.849,640.54,3.47,44,https://www.tradingview.com/script/LK1aYwC6-Bollinger-Bands-BAT-USDT-30min/
0,7.13,169,42.01,1.221,56749.10,0.04,8,https://www.tradingview.com/script/dzpmnane-BEST-Trend-Direction-Helper-Strategy-Edition/
0,0.31,1029,44.22,1.069,310.82,0,9,https://www.tradingview.com/script/b2ShO5Fv-Scalping-with-Bill-Williams-Alligator/
0,1.85,12,75,5.923,37.60,0.15,80,https://www.tradingview.com/script/nDPVOul3-Volatility-Traders-Minds-Strategy-VTM-Strategy/
0,146.8,104,45.19,1.872,417842.22,1.41,24,https://www.tradingview.com/script/6knHPR6c-BEST-Supertrend-Strategy/
0,511.56,377,41.91,1.732,735.98,1.36,24,https://www.tradingview.com/script/CymW3DRi-Voss-Strategy-Filter-Trend-Indicator-Bitduke/
0,46,551,81.31,16.765,1606.54,0.08,236,https://www.tradingview.com/script/XWuHQCUp-YJ-Mean-Reversion/
0,304523.87,154,42.21,1.987,798182446.38,1977.43,20,https://www.tradingview.com/script/s1UnbQTF-WMX-Williams-Fractals-strategy-V4/
0,23.82,18,66.67,1.551,277.51,1.32,263,https://www.tradingview.com/script/D98tnPdl-Coinbook-Statergy-By-Shakir/
0,23.82,18,66.67,1.551,277.51,1.32,263,https://www.tradingview.com/script/qP8fW2YG-Coinbook-Statergy-by-shakir/
0,3184.3,71,61.97,3.899,337240.90,44.85,40,https://www.tradingview.com/script/UHsvM5JR-Bollinger-Band-Breakout/
0,192.21,34,44.12,1.54,1380.70,5.65,89,https://www.tradingview.com/script/BTC1dwCT-Breakout-Strategy-1/
0,21.88,19,47.37,5.979,1928.98,1.15,240,https://www.tradingview.com/script/kDZ1VxtR-Displaced-Moving-Avg2Line-Cross/
0,24.84,297,53.54,4.507,974.58,0.08,87,https://www.tradingview.com/script/ERSLTnbG-Incremental-Order-size/
